date,product_id,sales,category,region,price,discount,rating,views,clicks,ProductID,profit
2036-01-28,P014,60.0,C,West,53.69,15.7,5.0,707.0,41.0,,
2036-01-29,P005,66.0,B,West,31.69,4.11,3.0,1853.0,484.0,,
2036-01-30,P013,56.0,D,North,83.59,1.82,1.0,2218.0,131.0,,
2036-01-31,P015,42.0,A,East,52.67,10.36,4.0,3408.0,328.0,,
2036-02-01,P009,69.0,E,South,66.14,11.76,3.0,2845.0,449.0,,
2036-02-02,P008,73.0,D,South,28.71,4.23,4.0,1679.0,399.0,,
2036-02-03,P019,69.0,D,East,47.45,0.69,2.0,576.0,222.0,,
2036-02-04,P017,47.0,E,East,64.25,21.18,1.0,776.0,452.0,,
2036-02-05,P019,63.0,D,West,37.99,8.86,2.0,1358.0,252.0,,
2036-02-06,P018,44.0,B,North,40.26,21.53,1.0,1332.0,115.0,,
2036-02-07,P018,80.0,E,South,82.67,48.82,5.0,4842.0,369.0,,
2036-02-08,P004,56.0,D,East,85.35,29.93,1.0,2914.0,157.0,,
2036-02-09,P002,79.0,D,West,57.96,15.14,3.0,3654.0,120.0,,
2036-02-10,P005,76.0,E,South,90.68,22.41,5.0,2973.0,396.0,,
2036-02-11,P017,58.0,A,West,76.3,16.36,1.0,4372.0,342.0,,
2036-02-12,P007,55.0,C,West,14.98,4.13,4.0,203.0,266.0,,
2036-02-13,P016,70.0,E,South,60.35,16.65,3.0,4638.0,274.0,,
2036-02-14,P001,58.0,A,West,72.8,21.72,4.0,4879.0,301.0,,
2036-02-15,P012,68.0,D,North,58.68,10.38,5.0,1366.0,51.0,,
2036-02-16,P019,62.0,B,West,84.88,10.36,1.0,3105.0,116.0,,
2036-02-17,P009,49.0,D,North,37.08,5.26,5.0,4975.0,456.0,,
2036-02-18,P016,45.0,D,East,15.89,5.26,5.0,2456.0,181.0,,
2036-02-19,P007,69.0,A,South,67.03,9.44,4.0,1996.0,176.0,,
2036-02-20,P015,61.0,E,West,75.77,5.57,2.0,2644.0,498.0,,
2036-02-21,P012,61.0,C,North,78.87,23.04,5.0,318.0,449.0,,
2036-02-22,P004,74.0,C,West,11.0,2.34,4.0,2012.0,20.0,,
2036-02-23,P006,79.0,E,West,70.6,31.49,4.0,3402.0,197.0,,
2036-02-24,P006,64.0,E,North,11.87,1.62,5.0,3566.0,278.0,,
2036-02-25,P015,64.0,B,West,79.73,39.99,3.0,959.0,305.0,,
2036-02-26,P003,72.0,E,South,73.28,6.79,4.0,1700.0,215.0,,
2036-02-27,P002,53.0,B,South,61.07,5.39,4.0,2916.0,133.0,,
2036-02-28,P005,69.0,E,South,55.57,13.86,1.0,3743.0,52.0,,
2036-02-29,P008,73.0,B,South,74.36,33.96,1.0,583.0,363.0,,
2036-03-01,P019,74.0,E,North,15.15,4.92,3.0,2030.0,434.0,,
2036-03-02,P016,48.0,E,West,84.9,21.6,4.0,4743.0,479.0,,
2036-03-03,P019,59.0,C,North,28.11,7.96,5.0,239.0,292.0,,
2036-03-04,P016,58.0,D,West,53.0,26.14,3.0,2699.0,256.0,,
2036-03-05,P006,68.0,D,East,53.81,12.67,4.0,4100.0,288.0,,
2036-03-06,P001,72.0,B,West,79.94,21.67,2.0,844.0,117.0,,
2036-03-07,P018,82.0,A,West,27.37,16.62,1.0,2431.0,229.0,,
2036-03-08,P008,62.0,C,South,36.98,9.5,5.0,3612.0,378.0,,
2036-03-09,P005,62.0,E,West,69.68,14.64,4.0,355.0,25.0,,
2036-03-10,P012,79.0,C,East,47.15,23.05,4.0,4542.0,376.0,,
2036-03-11,P018,70.0,A,North,36.9,17.0,3.0,1773.0,51.0,,
2036-03-12,P005,80.0,C,South,65.93,19.21,2.0,710.0,315.0,,
2036-03-13,P013,70.0,A,East,17.79,5.03,4.0,1451.0,48.0,,
2036-03-14,P012,56.0,A,East,81.08,21.86,2.0,4561.0,89.0,,
2036-03-15,P016,54.0,A,East,57.23,22.4,4.0,833.0,437.0,,
2036-03-16,P014,52.0,A,North,28.54,18.47,1.0,3462.0,216.0,,
2036-03-17,P011,74.0,A,North,46.77,3.95,4.0,1514.0,423.0,,
2036-03-18,P009,79.0,E,East,21.8,7.54,4.0,1305.0,259.0,,
2036-03-19,P010,86.0,C,North,65.49,0.8,5.0,4101.0,432.0,,
2036-03-20,P016,76.0,D,West,70.24,27.19,5.0,3394.0,440.0,,
2036-03-21,P019,79.0,D,West,46.48,10.14,1.0,3509.0,128.0,,
2036-03-22,P010,62.0,E,North,40.57,29.02,2.0,4877.0,417.0,,
2036-03-23,P004,56.0,B,East,86.48,10.55,5.0,2135.0,380.0,,
2036-03-24,P008,76.0,A,East,61.85,27.14,4.0,3564.0,138.0,,
2036-03-25,P011,72.0,C,South,70.03,28.41,4.0,2680.0,160.0,,
2036-03-26,P006,68.0,A,East,21.48,8.85,3.0,486.0,177.0,,
2036-03-27,P004,71.0,A,South,74.2,33.85,3.0,4680.0,163.0,,
2036-03-28,P005,71.0,D,South,50.01,10.24,5.0,3866.0,23.0,,
2036-03-29,P018,80.0,A,East,43.0,16.35,5.0,1633.0,427.0,,
2036-03-30,P003,80.0,C,North,93.65,20.27,4.0,3313.0,313.0,,
2036-03-31,P007,73.0,C,South,14.85,8.57,4.0,4910.0,44.0,,
2036-04-01,P012,76.0,D,South,27.6,2.91,2.0,3150.0,197.0,,
2036-04-02,P003,73.0,E,South,43.75,19.96,5.0,1725.0,491.0,,
2036-04-03,P017,63.0,D,North,39.16,24.23,1.0,823.0,255.0,,
2036-04-04,P003,75.0,D,North,55.96,18.29,1.0,2083.0,134.0,,
2036-04-05,P011,54.0,A,South,46.08,6.23,4.0,3708.0,389.0,,
2036-04-06,P006,78.0,B,North,80.95,28.51,4.0,4369.0,246.0,,
2036-04-07,P011,56.0,E,South,79.12,34.77,4.0,727.0,55.0,,
2036-04-08,P004,70.0,E,South,79.51,8.28,5.0,3761.0,443.0,,
2036-04-09,P017,59.0,E,West,43.24,4.48,3.0,4764.0,58.0,,
2036-04-10,P001,73.0,A,North,46.66,20.24,2.0,829.0,381.0,,
2036-04-11,P012,67.0,D,West,74.84,7.62,1.0,4325.0,86.0,,
2036-04-12,P003,52.0,A,West,21.18,1.02,5.0,1751.0,53.0,,
2036-04-13,P016,72.0,C,East,86.67,8.23,3.0,4604.0,123.0,,
2036-04-14,P003,62.0,B,South,58.71,14.84,4.0,2968.0,484.0,,
2036-04-15,P014,76.0,B,South,86.37,40.68,4.0,810.0,334.0,,
2036-04-16,P017,68.0,A,South,81.42,18.94,5.0,4370.0,190.0,,
2036-04-17,P019,72.0,D,South,43.69,25.65,5.0,2067.0,95.0,,
2036-04-18,P007,58.0,E,West,19.14,4.65,2.0,2984.0,50.0,,
2036-04-19,P011,62.0,C,West,92.87,25.97,4.0,2626.0,193.0,,
2036-04-20,P016,63.0,C,West,41.01,2.42,5.0,2655.0,94.0,,
2036-04-21,P019,76.0,B,West,43.64,9.18,3.0,3708.0,464.0,,
2036-04-22,P005,85.0,D,South,91.81,20.25,4.0,1840.0,494.0,,
2036-04-23,P001,60.0,E,North,92.56,34.13,4.0,2983.0,406.0,,
2036-04-24,P010,79.0,B,North,33.66,19.15,5.0,635.0,295.0,,
2036-04-25,P018,46.0,D,South,18.01,4.05,1.0,542.0,323.0,,
2036-04-26,P010,56.0,E,North,10.1,3.19,5.0,3559.0,125.0,,
2036-04-27,P001,58.0,A,East,49.45,20.56,4.0,330.0,322.0,,
2036-04-28,P013,54.0,D,East,61.17,13.16,2.0,870.0,451.0,,
2036-04-29,P004,52.0,C,North,34.33,7.96,4.0,4270.0,270.0,,
2036-04-30,P012,72.0,D,North,33.38,14.88,4.0,1266.0,60.0,,
2036-05-01,P016,66.0,D,West,42.11,9.22,2.0,1137.0,430.0,,
2036-05-02,P019,72.0,D,South,33.68,10.57,3.0,4084.0,303.0,,
2036-05-03,P012,75.0,E,South,87.26,23.7,4.0,3848.0,213.0,,
2036-05-04,P006,71.0,E,East,67.86,41.33,1.0,4345.0,491.0,,
2036-05-05,P016,75.0,A,North,84.61,21.74,4.0,2285.0,58.0,,
2036-05-06,P012,67.0,A,North,87.44,31.83,4.0,3282.0,188.0,,
2036-05-07,P010,56.0,E,East,49.15,14.02,2.0,4325.0,99.0,,
2036-05-08,P005,79.0,E,East,52.98,11.04,2.0,3018.0,402.0,,
2036-05-09,P019,62.0,B,West,98.0,54.3,3.0,4137.0,224.0,,
2036-05-10,P012,59.0,D,West,83.52,60.08,4.0,4577.0,120.0,,
2036-05-11,P008,66.0,D,North,81.81,28.65,3.0,1388.0,430.0,,
2036-05-12,P004,59.0,C,East,62.53,31.12,3.0,3664.0,342.0,,
2036-05-13,P007,64.0,E,North,51.5,2.0,4.0,4321.0,423.0,,
2036-05-14,P005,71.0,E,East,90.51,19.76,2.0,229.0,68.0,,
2036-05-15,P011,72.0,A,East,82.41,9.8,4.0,999.0,151.0,,
2036-05-16,P017,59.0,A,East,56.51,7.22,4.0,3667.0,148.0,,
2036-05-17,P003,63.0,D,South,34.34,2.32,3.0,2433.0,371.0,,
2036-05-18,P002,79.0,D,South,23.26,13.63,5.0,2040.0,83.0,,
2036-05-19,P019,73.0,E,South,59.74,6.05,4.0,4535.0,133.0,,
2036-05-20,P002,89.0,D,West,36.64,6.87,3.0,4357.0,420.0,,
2036-05-21,P014,80.0,E,West,33.78,2.57,3.0,3909.0,493.0,,
2036-05-22,P001,80.0,C,East,19.52,2.57,3.0,974.0,131.0,,
2036-05-23,P016,54.0,C,South,13.1,4.64,1.0,549.0,71.0,,
2036-05-24,P015,76.0,B,East,80.5,32.08,2.0,534.0,133.0,,
2036-05-25,P018,68.0,A,South,19.72,4.17,1.0,4047.0,359.0,,
2036-05-26,P002,63.0,B,West,89.97,9.81,1.0,2422.0,190.0,,
2036-05-27,P011,70.0,C,West,29.24,1.84,2.0,3884.0,72.0,,
2036-05-28,P017,78.0,D,North,78.37,21.72,3.0,799.0,387.0,,
2036-05-29,P013,73.0,A,East,84.07,33.12,4.0,4831.0,487.0,,
2036-05-30,P012,59.0,A,West,81.33,31.93,1.0,2766.0,207.0,,
2036-05-31,P002,76.0,B,South,88.56,41.74,2.0,4532.0,365.0,,
2036-06-01,P018,62.0,A,West,40.57,6.5,3.0,428.0,76.0,,
2036-06-02,P010,70.0,C,South,98.73,34.28,4.0,3885.0,372.0,,
2036-06-03,P012,65.0,D,East,35.16,4.31,2.0,1633.0,391.0,,
2036-06-04,P017,66.0,B,East,94.09,36.46,4.0,119.0,370.0,,
2036-06-05,P014,76.0,D,East,49.37,6.49,5.0,2704.0,165.0,,
2036-06-06,P019,58.0,B,West,15.12,7.88,3.0,1473.0,241.0,,
2036-06-07,P013,88.0,E,West,80.64,8.18,4.0,2753.0,335.0,,
2036-06-08,P003,50.0,A,East,80.87,35.86,2.0,1081.0,69.0,,
2036-06-09,P008,62.0,E,West,27.76,4.43,1.0,1189.0,73.0,,
2036-06-10,P005,72.0,A,East,84.12,27.45,3.0,4037.0,102.0,,
2036-06-11,P012,74.0,E,East,24.18,10.91,2.0,4970.0,369.0,,
2036-06-12,P001,67.0,D,East,23.63,8.03,2.0,3000.0,134.0,,
2036-06-13,P016,68.0,C,North,82.8,4.43,3.0,4581.0,442.0,,
2036-06-14,P012,73.0,B,South,36.12,10.84,1.0,4525.0,164.0,,
2036-06-15,P017,66.0,A,North,16.92,6.26,5.0,3750.0,177.0,,
2036-06-16,P009,82.0,B,East,96.07,20.2,4.0,2057.0,442.0,,
2036-06-17,P013,77.0,C,West,60.13,4.43,2.0,4828.0,323.0,,
2036-06-18,P004,77.0,E,West,50.33,9.54,1.0,4710.0,111.0,,
2036-06-19,P004,59.0,D,North,55.37,21.46,1.0,1182.0,182.0,,
2036-06-20,P015,68.0,B,East,70.34,9.67,4.0,3110.0,46.0,,
2036-06-21,P010,66.0,E,South,87.55,15.32,2.0,2830.0,354.0,,
2036-06-22,P006,59.0,A,South,70.53,26.27,2.0,3568.0,115.0,,
2036-06-23,P003,72.0,B,West,76.56,36.5,4.0,1907.0,176.0,,
2036-06-24,P015,63.0,B,South,26.21,2.71,1.0,4212.0,484.0,,
2036-06-25,P006,75.0,A,North,44.57,27.05,2.0,187.0,437.0,,
2036-06-26,P011,58.0,C,West,62.63,15.25,3.0,3271.0,414.0,,
2036-06-27,P002,86.0,E,South,65.75,11.78,3.0,712.0,98.0,,
2036-06-28,P002,60.0,B,East,34.36,14.38,5.0,4406.0,246.0,,
2036-06-29,P001,71.0,E,South,97.75,3.8,2.0,3857.0,150.0,,
2036-06-30,P011,77.0,D,North,20.64,10.62,4.0,3700.0,30.0,,
2036-07-01,P005,63.0,E,South,20.11,5.43,4.0,2002.0,34.0,,
2036-07-02,P006,77.0,E,South,30.62,11.46,2.0,2079.0,296.0,,
2036-07-03,P003,56.0,A,North,77.85,13.78,2.0,4705.0,209.0,,
2036-07-04,P020,83.0,E,North,13.29,6.89,5.0,1657.0,467.0,,
2036-07-05,P005,69.0,C,North,98.91,41.44,1.0,3684.0,83.0,,
2036-07-06,P020,63.0,E,East,98.9,39.74,5.0,2635.0,196.0,,
2036-07-07,P009,66.0,D,South,24.37,5.93,4.0,4836.0,146.0,,
2036-07-08,P019,77.0,E,East,46.11,24.58,3.0,4444.0,299.0,,
2036-07-09,P005,63.0,A,East,28.35,8.43,2.0,2501.0,443.0,,
2036-07-10,P012,61.0,D,North,46.72,21.41,3.0,4320.0,392.0,,
2036-07-11,P012,67.0,A,West,57.96,9.53,5.0,3062.0,77.0,,
2036-07-12,P016,57.0,C,East,84.05,5.92,4.0,4069.0,155.0,,
2036-07-13,P007,87.0,C,South,13.22,0.64,2.0,784.0,294.0,,
2036-07-14,P014,63.0,A,North,98.82,57.58,5.0,429.0,280.0,,
2036-07-15,P009,77.0,C,East,94.65,42.78,3.0,3312.0,430.0,,
2036-07-16,P015,71.0,A,South,61.34,22.05,1.0,2640.0,223.0,,
2036-07-17,P011,59.0,B,South,53.28,7.53,3.0,2558.0,72.0,,
2036-07-18,P004,69.0,E,South,59.56,10.97,4.0,2022.0,452.0,,
2036-07-19,P011,77.0,B,East,11.66,2.99,2.0,104.0,144.0,,
2036-07-20,P009,67.0,C,North,76.39,31.78,5.0,1465.0,108.0,,
2036-07-21,P006,81.0,A,North,54.68,21.1,5.0,3684.0,320.0,,
2036-07-22,P017,79.0,A,West,35.74,7.99,3.0,1561.0,183.0,,
2036-07-23,P009,78.0,A,South,51.54,13.34,1.0,1070.0,267.0,,
2036-07-24,P006,64.0,A,North,36.33,20.38,5.0,965.0,165.0,,
2036-07-25,P006,58.0,E,West,73.0,9.83,3.0,1013.0,311.0,,
2036-07-26,P004,63.0,D,West,65.3,4.96,1.0,4307.0,262.0,,
2036-07-27,P020,71.0,B,North,44.93,23.58,1.0,1665.0,425.0,,
2036-07-28,P011,74.0,C,North,38.28,6.93,1.0,644.0,161.0,,
2036-07-29,P003,47.0,A,North,89.02,43.43,4.0,1830.0,231.0,,
2036-07-30,P018,69.0,B,East,71.4,24.35,3.0,1293.0,110.0,,
2036-07-31,P016,71.0,D,North,74.42,14.6,4.0,3334.0,373.0,,
2036-08-01,P016,66.0,B,North,65.67,22.61,1.0,935.0,93.0,,
2036-08-02,P012,82.0,C,East,16.77,4.08,2.0,2835.0,365.0,,
2036-08-03,P014,73.0,A,North,15.33,2.71,3.0,1572.0,335.0,,
2036-08-04,P009,82.0,C,North,48.63,9.89,1.0,3896.0,406.0,,
2036-08-05,P007,67.0,A,North,93.74,6.82,5.0,4879.0,96.0,,
2036-08-06,P014,78.0,D,South,57.22,12.82,1.0,3261.0,221.0,,
2036-08-07,P020,85.0,C,East,88.83,25.46,3.0,758.0,398.0,,
2036-08-08,P020,82.0,B,North,18.69,7.2,5.0,2894.0,382.0,,
2036-08-09,P010,58.0,D,East,75.18,22.97,2.0,1338.0,29.0,,
2036-08-10,P011,67.0,C,West,32.08,15.84,4.0,729.0,141.0,,
2036-08-11,P007,66.0,A,West,57.2,3.29,2.0,4480.0,443.0,,
2036-08-12,P019,74.0,D,East,36.36,10.41,4.0,1386.0,484.0,,
2036-08-13,P019,76.0,A,North,74.11,33.59,3.0,1725.0,420.0,,
2036-08-14,P011,61.0,E,East,46.08,9.35,3.0,3146.0,31.0,,
2036-08-15,P006,70.0,B,South,51.6,7.28,2.0,1383.0,110.0,,
2036-08-16,P008,49.0,A,West,32.08,5.3,5.0,1527.0,483.0,,
2036-08-17,P001,84.0,C,East,35.33,7.28,4.0,1319.0,204.0,,
2036-08-18,P008,64.0,E,North,26.15,4.65,5.0,4723.0,367.0,,
2036-08-19,P005,70.0,D,North,59.84,15.05,4.0,4483.0,167.0,,
2036-08-20,P010,66.0,C,West,23.05,5.16,4.0,533.0,206.0,,
2036-08-21,P002,81.0,D,South,34.14,6.39,3.0,3647.0,302.0,,
2036-08-22,P004,41.0,E,West,57.74,20.99,2.0,809.0,275.0,,
2036-08-23,P002,69.0,C,North,34.73,9.73,3.0,2977.0,178.0,,
2036-08-24,P015,68.0,A,South,62.96,22.37,5.0,3281.0,436.0,,
2036-08-25,P020,65.0,C,East,11.27,5.89,4.0,4801.0,154.0,,
2036-08-26,P010,87.0,B,West,97.59,60.83,4.0,1095.0,356.0,,
2036-08-27,P002,60.0,A,East,75.7,21.61,4.0,1811.0,135.0,,
2036-08-28,P006,77.0,B,East,55.34,18.19,2.0,4939.0,94.0,,
2036-08-29,P014,73.0,C,North,92.88,52.54,5.0,445.0,389.0,,
2036-08-30,P005,82.0,C,North,88.28,35.79,2.0,1572.0,29.0,,
2036-08-31,P002,63.0,D,South,42.99,18.97,2.0,2692.0,235.0,,
2036-09-01,P014,62.0,C,East,20.45,9.86,2.0,4591.0,317.0,,
2036-09-02,P013,80.0,A,South,32.7,8.76,2.0,3880.0,149.0,,
2036-09-03,P002,74.0,B,South,28.78,11.21,2.0,3516.0,172.0,,
2036-09-04,P009,54.0,E,West,77.51,2.56,4.0,930.0,360.0,,
2036-09-05,P003,64.0,B,West,59.33,13.9,2.0,526.0,419.0,,
2036-09-06,P015,73.0,D,North,86.51,18.95,2.0,1739.0,405.0,,
2036-09-07,P003,78.0,E,East,54.07,10.05,5.0,3265.0,152.0,,
2036-09-08,P012,63.0,E,South,79.28,8.37,1.0,2569.0,436.0,,
2036-09-09,P006,40.0,C,East,39.11,6.98,3.0,582.0,81.0,,
2036-09-10,P019,75.0,D,North,64.19,29.39,2.0,292.0,104.0,,
2036-09-11,P017,57.0,D,East,67.55,11.33,4.0,3421.0,141.0,,
2036-09-12,P006,49.0,C,South,78.34,56.6,1.0,4070.0,183.0,,
2036-09-13,P019,41.0,A,South,81.95,9.22,4.0,1739.0,420.0,,
2036-09-14,P017,78.0,C,East,34.89,15.73,5.0,4877.0,198.0,,
2036-09-15,P016,71.0,D,East,44.66,11.38,3.0,4210.0,258.0,,
2036-09-16,P008,67.0,E,East,28.64,9.75,1.0,339.0,146.0,,
2036-09-17,P019,83.0,A,South,77.31,40.08,3.0,3747.0,152.0,,
2036-09-18,P008,76.0,D,South,34.37,4.2,3.0,575.0,122.0,,
2036-09-19,P020,86.0,D,West,45.19,10.92,1.0,4122.0,223.0,,
2036-09-20,P015,56.0,C,South,82.27,10.48,5.0,2266.0,39.0,,
2036-09-21,P008,69.0,B,East,40.58,14.0,4.0,2659.0,68.0,,
2036-09-22,P003,53.0,D,South,36.24,9.43,4.0,2524.0,38.0,,
2036-09-23,P016,67.0,B,East,68.61,11.63,3.0,2163.0,46.0,,
2036-09-24,P003,67.0,A,South,97.78,31.57,5.0,4399.0,25.0,,
2036-09-25,P001,76.0,E,South,15.64,5.8,4.0,714.0,60.0,,
2036-09-26,P008,70.0,B,East,85.13,19.65,5.0,4162.0,243.0,,
2036-09-27,P009,76.0,B,North,20.94,6.11,3.0,3259.0,476.0,,
2036-09-28,P012,77.0,B,West,41.04,10.36,3.0,4337.0,145.0,,
2036-09-29,P018,91.0,B,South,47.5,8.09,1.0,2422.0,228.0,,
2036-09-30,P017,67.0,B,North,74.69,2.12,2.0,2147.0,318.0,,
2036-10-01,P008,60.0,A,South,93.39,15.34,3.0,4133.0,370.0,,
2036-10-02,P020,72.0,D,South,19.18,5.89,4.0,741.0,157.0,,
2036-10-03,P011,62.0,E,South,77.03,14.66,2.0,532.0,444.0,,
2036-10-04,P007,85.0,D,East,39.01,8.2,4.0,557.0,191.0,,
2036-10-05,P014,67.0,A,South,91.17,31.15,4.0,2875.0,253.0,,
2036-10-06,P010,64.0,A,North,35.04,2.81,4.0,716.0,166.0,,
2036-10-07,P015,65.0,B,South,72.45,23.7,4.0,1441.0,289.0,,
2036-10-08,P012,77.0,A,South,24.83,8.25,3.0,2393.0,420.0,,
2036-10-09,P020,68.0,A,South,96.22,24.56,3.0,4695.0,67.0,,
2036-10-10,P017,63.0,B,East,10.39,3.75,2.0,4708.0,211.0,,
2036-10-11,P008,86.0,A,East,30.96,8.2,4.0,856.0,203.0,,
2036-10-12,P014,61.0,A,North,70.83,13.27,2.0,1463.0,292.0,,
2036-10-13,P015,70.0,A,East,86.82,15.98,2.0,4132.0,380.0,,
2036-10-14,P011,76.0,C,South,99.42,58.91,2.0,4945.0,46.0,,
2036-10-15,P012,54.0,D,East,25.59,4.45,1.0,3604.0,355.0,,
2036-10-16,P020,75.0,C,West,37.64,4.18,3.0,1289.0,245.0,,
2036-10-17,P016,59.0,D,East,90.27,18.11,4.0,864.0,207.0,,
2036-10-18,P020,78.0,B,South,12.92,3.02,5.0,1902.0,243.0,,
2036-10-19,P018,60.0,B,South,76.0,32.55,4.0,1506.0,453.0,,
2036-10-20,P010,77.0,D,West,48.07,14.05,5.0,1678.0,22.0,,
2036-10-21,P019,81.0,D,East,71.99,33.95,3.0,1848.0,398.0,,
2036-10-22,P018,79.0,E,South,57.24,7.28,2.0,495.0,175.0,,
2036-10-23,P001,72.0,D,East,66.44,15.2,3.0,4888.0,245.0,,
2036-10-24,P004,68.0,D,East,70.0,8.93,2.0,652.0,282.0,,
2036-10-25,P007,64.0,B,South,66.81,17.13,3.0,4608.0,317.0,,
2036-10-26,P001,85.0,B,North,69.81,28.86,4.0,3824.0,19.0,,
2036-10-27,P008,63.0,A,East,61.15,18.81,2.0,3774.0,213.0,,
2036-10-28,P017,60.0,A,West,74.25,48.5,5.0,1602.0,375.0,,
2036-10-29,P008,77.0,B,North,79.84,23.87,4.0,1397.0,322.0,,
2036-10-30,P005,62.0,A,North,80.91,22.3,4.0,2141.0,248.0,,
2036-10-31,P001,61.0,C,East,86.82,46.45,5.0,2656.0,172.0,,
2036-11-01,P015,56.0,C,West,38.48,11.5,5.0,3591.0,410.0,,
2036-11-02,P004,65.0,A,East,77.12,26.73,1.0,3818.0,487.0,,
2036-11-03,P007,69.0,A,South,95.2,36.31,2.0,563.0,206.0,,
2036-11-04,P014,73.0,D,South,43.07,24.81,2.0,269.0,377.0,,
2036-11-05,P012,80.0,D,North,79.99,11.42,1.0,912.0,330.0,,
2036-11-06,P003,75.0,C,West,36.23,11.43,5.0,2987.0,382.0,,
2036-11-07,P020,68.0,C,West,25.8,9.55,5.0,1904.0,470.0,,
2036-11-08,P018,68.0,D,North,50.18,12.17,1.0,1201.0,138.0,,
2036-11-09,P008,75.0,D,East,82.59,18.62,5.0,1725.0,227.0,,
2036-11-10,P002,83.0,D,East,37.64,12.05,1.0,4290.0,132.0,,
2036-11-11,P006,71.0,A,South,36.54,21.07,1.0,2541.0,186.0,,
2036-11-12,P007,65.0,B,East,34.99,8.37,5.0,3480.0,225.0,,
2036-11-13,P007,60.0,C,East,29.63,2.44,4.0,1833.0,397.0,,
2036-11-14,P013,56.0,E,West,65.0,13.81,3.0,4887.0,392.0,,
2036-11-15,P001,77.0,D,North,31.9,4.68,1.0,3604.0,119.0,,
2036-11-16,P008,76.0,A,East,94.14,18.93,2.0,4139.0,385.0,,
2036-11-17,P013,76.0,C,North,41.13,9.67,3.0,995.0,162.0,,
2036-11-18,P020,69.0,D,West,58.82,36.52,4.0,515.0,429.0,,
2036-11-19,P019,84.0,A,North,46.83,7.34,5.0,3478.0,120.0,,
2036-11-20,P017,65.0,C,South,96.64,27.1,3.0,4433.0,294.0,,
2036-11-21,P013,80.0,C,South,48.16,23.83,1.0,395.0,168.0,,
2036-11-22,P016,70.0,E,North,60.73,18.05,1.0,3703.0,248.0,,
2036-11-23,P015,64.0,E,East,78.71,9.68,2.0,2399.0,406.0,,
2036-11-24,P011,76.0,C,East,25.42,6.06,5.0,1050.0,373.0,,
2036-11-25,P012,74.0,A,East,12.94,5.34,3.0,4539.0,304.0,,
2036-11-26,P003,74.0,D,West,50.94,20.25,5.0,1562.0,252.0,,
2036-11-27,P009,71.0,D,North,59.56,20.28,2.0,1517.0,99.0,,
2036-11-28,P014,70.0,C,South,35.84,21.45,2.0,2782.0,233.0,,
2036-11-29,P007,94.0,D,East,51.63,23.54,2.0,2888.0,153.0,,
2036-11-30,P011,82.0,E,North,65.36,38.13,1.0,2085.0,225.0,,
2036-12-01,P010,78.0,D,West,97.59,45.68,3.0,3946.0,359.0,,
2036-12-02,P003,71.0,B,South,64.16,17.04,1.0,4363.0,121.0,,
2036-12-03,P019,80.0,E,West,50.4,10.85,5.0,2813.0,380.0,,
2036-12-04,P002,76.0,E,East,12.03,3.28,3.0,1177.0,48.0,,
2036-12-05,P017,71.0,C,North,37.95,10.1,3.0,2459.0,35.0,,
2036-12-06,P002,67.0,C,North,42.26,8.82,5.0,4849.0,67.0,,
2036-12-07,P016,70.0,D,West,52.93,16.98,1.0,2915.0,186.0,,
2036-12-08,P017,39.0,D,South,80.4,21.47,3.0,1245.0,288.0,,
2036-12-09,P010,73.0,C,South,79.83,22.32,5.0,863.0,124.0,,
2036-12-10,P004,66.0,A,West,86.08,50.72,1.0,2311.0,134.0,,
2036-12-11,P011,86.0,D,East,36.1,11.05,3.0,1627.0,79.0,,
2036-12-12,P017,71.0,A,South,41.18,1.16,5.0,4048.0,461.0,,
2036-12-13,P012,59.0,E,North,23.52,12.54,4.0,2541.0,444.0,,
2036-12-14,P010,70.0,B,West,87.17,18.61,1.0,468.0,362.0,,
2036-12-15,P016,60.0,A,East,68.7,5.84,2.0,983.0,471.0,,
2036-12-16,P004,75.0,D,North,16.98,4.58,5.0,4690.0,27.0,,
2036-12-17,P003,73.0,C,North,37.33,4.72,5.0,2982.0,162.0,,
2036-12-18,P009,80.0,C,North,23.75,4.54,3.0,2786.0,411.0,,
2036-12-19,P006,63.0,B,North,97.23,20.69,1.0,4375.0,275.0,,
2036-12-20,P012,71.0,B,East,39.21,7.59,1.0,1152.0,125.0,,
2036-12-21,P001,57.0,E,North,54.68,7.95,2.0,4232.0,164.0,,
2036-12-22,P014,78.0,A,West,38.61,22.23,3.0,812.0,247.0,,
2036-12-23,P010,76.0,B,West,52.69,9.98,2.0,2029.0,302.0,,
2036-12-24,P018,75.0,E,West,99.88,16.45,4.0,3796.0,55.0,,
2036-12-25,P013,71.0,E,South,35.86,4.64,4.0,4048.0,206.0,,
2036-12-26,P009,75.0,E,West,35.44,8.04,5.0,834.0,120.0,,
2036-12-27,P019,87.0,D,West,43.42,2.65,4.0,3342.0,369.0,,
2036-12-28,P004,68.0,B,North,25.24,13.28,1.0,4310.0,429.0,,
2036-12-29,P003,72.0,C,North,76.51,10.09,5.0,2767.0,492.0,,
2036-12-30,P006,60.0,E,East,44.14,12.19,3.0,1633.0,185.0,,
2036-12-31,P009,62.0,C,East,62.28,3.69,4.0,3593.0,203.0,,
2037-01-01,P010,72.0,D,West,69.52,22.68,5.0,996.0,450.0,,
2037-01-02,P009,82.0,A,West,13.19,4.85,3.0,4328.0,340.0,,
2037-01-03,P017,68.0,D,East,67.96,13.32,2.0,1219.0,321.0,,
